,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
907,"The #COVID19 pandemic has demonstrated that timely, reliable and disaggregated data is a critical tool for governments to contain the pandemic and mitigate its impacts. Read more in Francesca Perucci of @UNStats's op-ed in @ipsnews. https://t.co/zQD7HAqRrS https://t.co/U6fjbx1hks",Open Data Watch,8913,15015,"Washington, DC",False,0,0,2020-10-29 12:50:05
908,This is how much revenue and nominal GDP is expected to materially deviate from Feb’2020 Budget projections – could be worse. Reflecting SA’s longstanding economic weaknesses which have now been exacerbated by COVID-19.,Thanda Sithole,64,136,South Africa,False,1,0,2020-10-29 12:50:05
909,"@darylsturgis Er, I'm confused... isn't this same Kenny Copeland who banished Covid from the land months before IMPOTUS contracted it? I think Kenny is as senile as Fake Christian Donny - Jesus must be spinning in his grave.",Musycks,3120,885,Australia,False,0,0,2020-10-29 12:50:05
910,"Clinical characteristics of ""re-positive"" discharged COVID-19 pneumonia patients in Wuhan, China. https://t.co/278BAv8Dbm https://t.co/oiQ55Zjshd",Molecular Diagnostics Papers,2416,123,The Cloud,False,0,0,2020-10-29 12:50:04
911,"#FMQs Care homes in England had greatest increase in excess deaths at height of the COVID-19 pandemic

https://t.co/510bHXrvs0",Graham Ballantyne,5287,288,"Glasgow, Scotland",False,0,0,2020-10-29 12:50:04
912,@Neoavatara we do classify everything as a covid death,gata mala,123,28,"San Juan, Puerto Rico",False,0,0,2020-10-29 12:50:04
913,Farmer’s market adjusts during COVID https://t.co/10w54kHbBh https://t.co/EGasukcaKO,Naresh Kumar Kollu,7830,27,,False,0,0,2020-10-29 12:50:04
914,"After Corona outbreak students are already going through a very bad patch.. 
Considering the fact that many universities exam were delayed due to covid-2019 induced lockdown...IBPS has revised the eligibility criteria as well as qualifying dates #sebi #Sebi",Gladiator,8086,101,,False,0,0,2020-10-29 12:50:04
915,Did you see @JocelleLovell has shared some early findings into our research asking how Covid-19 has impacted #communityledhousing residents here: https://t.co/NOQV3tpD9u and why now is the time to think about a co-operative principles charter for the housing sector. https://t.co/f8dZJT6z5A,Communities Creating Homes,1280,444,Wales,False,0,0,2020-10-29 12:50:04
916,"the government just announced our new area covid levels from monday

we're level 1, which is great because we get to do stuff, but at the same time i'm praying it doesn't mean an influx of tourists from areas with higher levels",Bee 🎃🧛‍♀️🧟‍♀️💀,11380,2785,home ~ scotland,False,0,0,2020-10-29 12:50:04
917,How has #Covid shaped your business culture in 2020? Take part in Interaction's survey👉🏻 https://t.co/IZ5tqj4Mes We look forward to sharing the results. #workplaceculture @InteractionLtd https://t.co/hSEe2dOc16,TBE Bath & Somerset,4899,2931,"Bath, England",False,0,0,2020-10-29 12:50:04
918,"@realdonaldtrump Current: Cloudy with regular tweets; 1% chance Donald Trump posted this himself.

Tweet Forecast: Kevin Warren, Commissioner of the China Virus. Now they see the GREAT job we have learned to live with Covid, in most states is YES.",Trump Weather Service,13438,19443,United States,False,4,1,2020-10-29 12:50:04
919,"Long-term care deaths accounted for nearly 80 per cent of COVID-19 cases in Canada during the first wave of the pandemic, but the country’s chief public health officer thinks a repeat can be avoided amid a new spike in cases https://t.co/Jt9FlmwzRy https://t.co/jHUI540RdJ",Latino Canadian Comm,95800,7091,"London, Canada",False,0,0,2020-10-29 12:50:03
920,COVID-19: Implications for business https://t.co/Sc48bBvvc7 via @McKinsey,markjenson,16435,1506,Twin Cities,False,0,0,2020-10-29 12:50:03
921,NYC COVID-19 Positivity Rate at 2.70% 👀😢 Track NYC daily and avg stats at https://t.co/a3fceH5A1K #nycschools #nycteachers #nyc #nycdoe #coronavirus #covid19 #covid #newyork https://t.co/bRTCdLNeqq,Tristar Associates,62,4,"Queens, NY",False,0,0,2020-10-29 12:50:03
922,On top of Covid Scotland has this and it's kind to contend with. #ToryScum https://t.co/ZsAoviSHAV,Finbar,694,145,Scotland,False,0,0,2020-10-29 12:50:03
923,Coronavirus disease 2019 (COVID-19) in Italy: features on chest computed tomography using a structured report system. https://t.co/SqmP70W4z4 https://t.co/lyt0y0n7Zq,Molecular Diagnostics Papers,2416,123,The Cloud,False,0,0,2020-10-29 12:50:03
924,"US GDP Quick Analysis: No V-shaped recovery despite 33.1% leap, covid looms over markets https://t.co/nKZ8D74Mv5 by @forexcrunch #forex #trading https://t.co/7SMG8FdWHb",FXStreet News,367658,187462,Barcelona,False,0,0,2020-10-29 12:50:03
925,RIP Bobby Ball. A true comedian legend taken by this awful Covid. https://t.co/mEpjEZo74T,Damo Veck,1060,125,"Rochester, Kent",False,0,0,2020-10-29 12:50:03
926,"Now what did he really die of 

Cannon and Ball star Bobby Ball dies aged 76 after Covid diagnosis

https://t.co/XKCVNcYHkP

Sent via @updayUK",0n 2 y0u F0015 👃,19721,1074,SEARCHING YOUR ACCOUNT,False,1,0,2020-10-29 12:50:03
927,"World beating latest:

Much like the British on holiday, NHS COVID-19 app refuses to work with phones using unsupported languages https://t.co/ObpugQzoGs",Steve Misspoke Woods,144326,2433,/home/wood5y,False,0,0,2020-10-29 12:50:03
928,Death rates among people with severe COVID-19 drop by a half in England https://t.co/mO3xlULLzS,joe,3656,21,,False,0,0,2020-10-29 12:50:03
929,"With or without COVID=19… Halloween can be too much for many kids.  In fact, 1 in 6 children in the US suffer from sensory issues.  Here are some sensory-friendly alternatives to trick-or-treat.

More resources: https://t.co/O5v0kUdKGU https://t.co/UGq44OwZdJ",Dolan Fund,10437,904,"Fort Washington, PA",False,0,0,2020-10-29 12:50:03
930,"An important contribution to the study of the possible spread of COVID-19 in water, but also relevant to epidemiological population studies based on assays of sewage:
https://t.co/BQgt1ciQjA",Anthony Turner,421,313,"Lomma, Sweden",False,0,0,2020-10-29 12:50:03
931,"As the world continues to battle COVID-19, risks and complications of the disease have become clearer. Today we're speaking with Dr. Paddy Ssentongo (@Jeddy777) and @AnnaSsentongo from @PennStHershey. https://t.co/CA8DzUeeb5",SmartTalkWITF,2052,1306,"Pennsylvania, USA",True,0,0,2020-10-29 12:50:02
932,"""...it is now when our solidarity and compassion are needed most. We cannot afford to be ruled by fear.

We cannot afford to be silent.""

Article: https://t.co/RPbtPwvP58

@EUinKenya @KenyaRedCross @ConcernKenya @ACTEDHoA @IMPACT_init @CREAWKenya @WanguKanja @sidchat1",Oxfam in Kenya,2426,5252,Kenya,False,0,0,2020-10-29 12:50:02
933,"@GOPChairwoman @realDonaldTrump Still below pre-pandemic levels.

You do know cases are rising after @realDonaldTrump surrendered to COVID which doesn’t care about Tweets.","Bully, Coward & Victim - Specter of Roy Cohn",12787,216,Near Trumplandia,False,0,0,2020-10-29 12:50:02
934,Comparison of qualitative and quantitative analyses of COVID-19 clinical samples. https://t.co/EF8C8V0jkl https://t.co/cOCuZVZfNm,Molecular Diagnostics Papers,2416,123,The Cloud,False,0,0,2020-10-29 12:50:02
935,"Lockdown restrictions have proven to be extremely tough for nightclub and soft play businesses, having been closed by law since March. However, a recent announcement means that they are to benefit from targeted funding. Find out more: 
https://t.co/0uqGkCROrF #COVID19 https://t.co/YFhBvdSIk5",Johnston Carmichael,9710,4493,13 locations across the UK,False,0,0,2020-10-29 12:50:02
936,To reduce Covid infection we should either be in full lockdown or nothing at all https://t.co/21H6pEeb8I,Ashley j,761,9,Uk,False,0,0,2020-10-29 12:50:02
937,I need to get a covid test this weekend. Not looking forward to it.,KCCO,73279,6575,"Edison, NJ / Smiths Parish BDA",False,0,0,2020-10-29 12:50:02
938,@realDonaldTrump @POTUS Please have Jared go back and renegotiate with Covid once more. TERRIBLE job that Jared.,Lisa B,32,4,,False,0,0,2020-10-29 12:50:01
939,"""In a normal year, the complexity surrounding these choices might be daunting. In 2020, which no one would describe as normal, COVID-19 and the struggling economy are making these choices more important than ever, but also even more difficult."" https://t.co/HMrFEJGgke #Medicare",Alliance for Aging Research,26166,8939,"Washington, DC",False,0,0,2020-10-29 12:50:01
940,"@GaryShieldssage @allisonpearson @cerumol @FraserNelson @spectator Yep. I keep bringing up the Diamond Princess in every discussion on this topic. Anyone who is disbelieving, here is a link https://t.co/Uq3YnX7zqn",observe the absurd,47,2,,False,1,0,2020-10-29 12:50:01
941,"CN: Covid

16.774 new cases in 🇩🇪 since yesterday.
Winter semester starts next week.
I am not yet healthy.
This is exhausting. https://t.co/HBQO3wE3cu",mcfly ships hannigram 🌈🌱,2128,521,Shitty Memes Jail ,False,0,0,2020-10-29 12:50:01
942,"Latest worldwide COVID-19 data: 44,883,948 cases, 1,180,960 deaths.

A 2.63% fatality rate.",COVIDBot,56443,1175,,False,0,0,2020-10-29 12:50:01
943,"Some schools and counties in Alabama return to virtual.
https://t.co/PfE9HRzm34",S is for Safety@SafeFCPS,93,42,"Fairfax, VA",False,0,0,2020-10-29 12:50:00
944,When you walk with Jesus Christ you fear nothing. Not even Covid. Nonbelievers just panic and invite more anxiety into their Godless lives.,markmidlam,477,5,,False,0,0,2020-10-29 12:50:00
945,@mrexotico @GMA @Dodgers @KayleeHartung He won a game designed for children to play. People literally missed funerals and weddings because of COVID. He was an irresponsible person,Bryan Cote BLM,7386,73,"Savage, MN",False,0,0,2020-10-29 12:50:00
946,"The #Huskers’ game Saturday against Wisconsin has been canceled and logged as “no contest.""

@swmckewonOWH breaks it all down: https://t.co/dDBuHHfpqR",World-Herald Big Red,78059,40035,Nebraska,True,1,0,2020-10-29 12:50:00
947,Anna Slayton is a beacon of light for patients battling COVID-19. See how she is using her #EducationForGood and achieving her dream of becoming a family nurse practitioner. #YON2020 https://t.co/9Ju8imfVgp,WaldenU,9765,176450,Global,True,0,0,2020-10-29 12:50:00
948,"We're looking for a Health &amp; Safety Development Worker to join our team!

This new role will support our Covid recovery work alongside the core activities offered by the current staff team.

Apply by 9 November, 12noon: https://t.co/f5RhInbBi7

#CharityJob #VCSEJobs #SalfordJob https://t.co/QsJkdcchYA",Salford CVS,12586,4652,"Salford, England",False,0,0,2020-10-29 12:50:00
949,"“The impact of COVID-19 is still being felt in the gold market across the world"" - Louise Street. She was commenting on the findings from the World Gold Council’s latest Gold Demand Trends report. #gold #covid19

https://t.co/yJbQAWwUIN https://t.co/smB0AffvSG",Mining News,19865,22185,Johannesburg,False,0,1,2020-10-29 12:50:00
950,"With a total 449 cases, Cabanatuan City accounts for one-third of the COVID cases in Nueva Ecija https://t.co/5yzeAKBnPn | via @ancxph",ABS-CBN News Channel,760073,5039807,Philippines,True,3,2,2020-10-29 12:50:00
951,State officials outlined a three-phase #COVID19 vaccination rollout under a draft plan Florida was required to submit to the federal government this month.  https://t.co/kmBTUNOESC,Health News Florida,21733,6666,"Tampa, FL",False,0,0,2020-10-29 12:50:00
952,"Covid cases at large Hobbycraft warehouse in Burton
https://t.co/liTmyNqaBo",Staffordshire Live,756,587,Staffordshire,False,0,0,2020-10-29 12:50:00
953,"The national vaccine distribution plan is being formulated with the assumption that limited volumes of the inoculation will be available in the first few months of production, Paul said 

#COVID19 #Covid19Vaccine 
https://t.co/HueycfRaOQ",Business Standard,307914,2010968,India,True,2,0,2020-10-29 12:50:00
954,"Covid cases at large Hobbycraft warehouse in Burton
https://t.co/Rit4OBKDEI",Burton Mail,65199,12371,"Burton on Trent, Staffs, UK",True,0,0,2020-10-29 12:50:00
955,"Covid cases at large Hobbycraft warehouse in Burton
https://t.co/V3bASbwcKx",Uttoxeter News,26233,2858,"Uttoxeter, UK",False,0,0,2020-10-29 12:50:00
956,Breaking news from France - where police say at least three people were killed in a terror attack in Nice &amp; a wedding in Vaughan - near Toronto - is now linked to 44 confirmed cases of COVID-19. More - in #YourMorning Brief. #COVID19 #Nice #France https://t.co/S8Q8L1ZuzQ,Your Morning,58990,21199,Canada,True,0,0,2020-10-29 12:50:00
957,"""All #schools in #Delhi will continue to be closed until further orders in view of the #COVID19 situation"" - @thewire_in 

https://t.co/BttUOl6Wyz","One Health, India",9484,665,,False,0,0,2020-10-29 12:50:00
958,"Some Covid recovered patients can still carry virus: Study
https://t.co/hxNhZOsnXJ",Telangana Today,107794,167778,"Hyderabad, Telangana",True,0,0,2020-10-29 12:50:00
959,"Hontiveros: Ease intellectual property rules for cheaper, more accessible COVID-19 vaccines https://t.co/KZf9gAZa88",GMA News,702014,5802632,Philippines,True,13,2,2020-10-29 12:50:00
960,"#Argentina #Coronavirus #Covid19

Argentina surpassed 30,000 deaths from Covid-19 on Wednesday, the Health Ministry confirmed in a statement. 

https://t.co/WM2GeTBcb8",Buenos Aires Times,16129,4881,Ciudad Autónoma de Buenos Aire,True,0,1,2020-10-29 12:50:00
961,"While many people were stuck in their homes as a result of the COVID-19 pandemic, some Syracuse residents started their own baking business from their homes. https://t.co/oo2JPYVCjS",The Daily Orange,54995,37539,"Syracuse, NY",True,0,0,2020-10-29 12:50:00
962,McConnell and Republican Controlled Senate refused to do anything about securing America from Cyber attacks. Combined with Covid Pandemic they set up American Citizens for problems. https://t.co/sEmIB9kcwt,richardthegladiator,52253,1573,"Freeport, Bahamas",False,0,0,2020-10-29 12:49:58
963,@ConwayRober They do the carers in the care homes the swab ones. Who come and go. Ours amongst others in the area we know have been covid free since March/April they had visiting outside in tents in summer now bloody stopped visitors again,Touch of Gold,7627,151,Essex,False,0,0,2020-10-29 12:49:58
964,"@Salto_Coach @Simone_Biles I simply meant that with the COVID situation we're in now, it just feels like a 'before' time - and that this COVID time seems interminable and an era onto itself.",Eric Donat,12779,298,"Waterloo, IA USA",False,1,0,2020-10-29 12:49:57
965,"@nuel_rhaymun Satan doesn’t eat but he still came to Jesus as if he’s looking for covid palliatives, telling him about stone and bread.
Egusi and bread?🥴, I said get behind!😂",david,847,37,,False,0,0,2020-10-29 12:49:57
966,"@econjared @MattGertz And with Winter coming, COVID wave 2 coming and no national strategy, when’s the next downturn? Holiday shopping season?",InfoSecProInTraining,13888,77,Germany,False,0,0,2020-10-29 12:49:57
